"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00389625","YORK 5 SSE, SC US","2023-03-14",,,"0.00","0.0","0.0","55","28","28"
"USC00389625","YORK 5 SSE, SC US","2023-03-15",,,"0.00","0.0","0.0","50","26","26"
"USC00389625","YORK 5 SSE, SC US","2023-03-16",,,"0.00","0.0","0.0","56","25","28"
"USC00389625","YORK 5 SSE, SC US","2023-03-17",,,"0.00","0.0","0.0","67","27","52"
"USC00389625","YORK 5 SSE, SC US","2023-03-18",,,"0.32","0.0","0.0","63","44","45"
"USC00389625","YORK 5 SSE, SC US","2023-03-19",,,"0.00","0.0","0.0","58","32",
"USC00389625","YORK 5 SSE, SC US","2023-03-20",,,"0.00","0.0","0.0","50","29","29"
"USC00389625","YORK 5 SSE, SC US","2023-03-21",,,"0.00","0.0","0.0","52","26","26"
"USC00389625","YORK 5 SSE, SC US","2023-03-22",,,"0.00","0.0","0.0","61","25","42"
"USC00389625","YORK 5 SSE, SC US","2023-03-23",,,"0.23","0.0","0.0","51","42","51"
"USC00389625","YORK 5 SSE, SC US","2023-03-24",,,"0.00","0.0","0.0","76","51","59"
"USC00389625","YORK 5 SSE, SC US","2023-03-25",,,"0.00","0.0","0.0","83","59","63"
"USC00389625","YORK 5 SSE, SC US","2023-03-26",,,"0.03","0.0","0.0","77","62","62"
"USC00389625","YORK 5 SSE, SC US","2023-03-27",,,"1.44","0.0","0.0","68","56","61"
"USC00389625","YORK 5 SSE, SC US","2023-03-28",,,"0.16","0.0","0.0","76","49","49"
"USC00389625","YORK 5 SSE, SC US","2023-03-29",,,"0.00","0.0","0.0","71","42","50"
"USC00389625","YORK 5 SSE, SC US","2023-03-30",,,"0.00","0.0","0.0","60","38","38"
"USC00389625","YORK 5 SSE, SC US","2023-03-31",,,"0.00","0.0","0.0","68","38","55"
"USC00389625","YORK 5 SSE, SC US","2023-04-01",,,"0.00",,,"72","43",
"USC00389625","YORK 5 SSE, SC US","2023-04-02",,,"0.38",,,"77","42","51"
"USC00389625","YORK 5 SSE, SC US","2023-04-03",,,"0.00",,,"70","42",
"USC00389625","YORK 5 SSE, SC US","2023-04-04",,,"0.04",,,"62","44","55"
"USC00389625","YORK 5 SSE, SC US","2023-04-05",,,"0.00",,,"77","55",
"USC00389625","YORK 5 SSE, SC US","2023-04-06",,,"0.00",,,"84","57","66"
"USC00389625","YORK 5 SSE, SC US","2023-04-07",,,"0.43",,,"81","64","64"
"USC00389625","YORK 5 SSE, SC US","2023-04-08",,,"1.27",,,"64","41","41"
"USC00389625","YORK 5 SSE, SC US","2023-04-09",,,"0.00","0.0","0.0","45","40",
"USC00389625","YORK 5 SSE, SC US","2023-04-10",,,"0.00","0.0","0.0","61","36","47"
"USC00389625","YORK 5 SSE, SC US","2023-04-11",,,"0.00","0.0","0.0","63","34","34"
"USC00389625","YORK 5 SSE, SC US","2023-04-12",,,"0.00",,,"71","34","62"
"USC00389625","YORK 5 SSE, SC US","2023-04-13",,,"0.00",,,"78","44","45"
"USC00389625","YORK 5 SSE, SC US","2023-04-14",,,"0.22","0.0","0.0","77","44","62"
"USC00389625","YORK 5 SSE, SC US","2023-04-15",,,"0.12","0.0","0.0","75","54",
"USC00389625","YORK 5 SSE, SC US","2023-04-16",,,"0.00","0.0","0.0","77","56",
"USC00389625","YORK 5 SSE, SC US","2023-04-17",,,"0.00","0.0","0.0","76","44","44"
"USC00389625","YORK 5 SSE, SC US","2023-04-18",,,"0.00","0.0","0.0","70","37","37"
"USC00389625","YORK 5 SSE, SC US","2023-04-19",,,"0.00","0.0","0.0","77","37","47"
"USC00389625","YORK 5 SSE, SC US","2023-04-20",,,"0.00",,,"83","46","54"
"USC00389625","YORK 5 SSE, SC US","2023-04-21",,,"0.00",,,"83","53","53"
"USC00389625","YORK 5 SSE, SC US","2023-04-22",,,"0.13","0.0","0.0","79","53","64"
"USC00389625","YORK 5 SSE, SC US","2023-04-23",,,"0.00","0.0","0.0","73","41","50"
"USC00389625","YORK 5 SSE, SC US","2023-04-24",,,"0.00","0.0","0.0","72","49","49"
"USC00389625","YORK 5 SSE, SC US","2023-04-25",,,"0.00","0.0","0.0","66","41","44"
"USC00389625","YORK 5 SSE, SC US","2023-04-26",,,"0.02","0.0","0.0","65","44","52"
"USC00389625","YORK 5 SSE, SC US","2023-04-27",,,"0.35",,,"57","52","55"
"USC00389625","YORK 5 SSE, SC US","2023-04-28",,,"2.20",,,"63","55","60"
"USC00389625","YORK 5 SSE, SC US","2023-04-29",,,"0.02",,,"75","57","60"
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-04","    5","1.50",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-05",,,"1.18",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-06",,,"0.02",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-09","    3","0.09",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-10",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-11",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-13",,,"1.00",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-17","    4","0.00",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-18",,,"0.25",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-19",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-20",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-26","    6","2.20",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-27",,,"0.02",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-30","    3","0.32",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-01-31",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-01",,,"0.08",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-02",,,"0.11",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-06","    4","0.65",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-07",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-08",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-09",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-10",,,"0.10",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-13","    3","2.00",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-15","    2","0.02",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-16",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-17",,,"0.17",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-21","    3","0.19",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-22",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-23",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-24",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-02-28","    4","0.06",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-01",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-02",,,"0.05",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-09","    7","0.32",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-14","    5","0.71",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-15",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-16",,,"0.02",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-22","    6","0.34",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-23",,,"0.25",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-24",,,"0.02",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-27","    3","1.73",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-29","    2","0.06",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-03-31",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-03","    3","0.37",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-10","    7","2.51",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-12","    2","0.00",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-13",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-18","    5","0.26",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-19",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-20",,,"0.00","0.0",,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-24","    4","0.05",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-26","    2","0.02",,,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-27",,,"0.37",,,,,
"US1SCYR0010","YORK 1.8 ESE, SC US","2023-04-28",,,"2.74",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-01",,,"0.22",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-02",,,"0.22",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-03",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-04",,,"1.22",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-05",,,"1.12",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-06",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-07",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-08",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-09",,,"0.05",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-10",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-11",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-12",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-13",,,"0.80",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-14",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-15",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-16",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-17",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-18",,,"0.31",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-19",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-20",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-21",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-22",,,"0.64",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-23",,,"1.24",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-24",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-25",,,"0.08",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-26",,,"1.15",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-27",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-28",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-29",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-30",,,"0.38",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-01-31",,,"0.04","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-01",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-02",,,"0.04",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-03",,,"0.78",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-04",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-05",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-06",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-07",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-08",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-10",,,"0.08",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-11",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-12",,,"1.39",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-13",,,"0.26",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-14",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-15",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-16",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-17",,,"0.38","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-18",,,"0.12","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-19",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-20",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-21",,,"0.02",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-22",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-23",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-24",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-25",,,"0.12",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-26",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-27",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-02-28",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-01",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-02",,,"0.01",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-03",,,"0.01",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-04",,,"0.34",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-05",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-06",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-07",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-08",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-09",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-10",,,"0.03",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-11",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-12",,,"0.25",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-13",,,"0.60",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-14",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-15",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-16",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-17",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-18",,,"0.28",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-19",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-20",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-21",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-22",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-23",,,"0.22",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-24",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-25",,,"0.07",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-26",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-27",,,"0.70",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-28",,,"0.12",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-29",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-30",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-03-31",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-01",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-02",,,"0.22",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-04",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-05",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-06",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-07",,,"0.56",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-08",,,"0.94",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-09",,,"1.31",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-10",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-11",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-12",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-13",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-14",,,"0.10",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-15",,,"0.07",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-16",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-17",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-18",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-19",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-20",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-21",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-22",,,"0.16",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-23",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-24",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-25",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-26",,,"0.00","0.0",,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-27",,,"0.25",,,,,
"US1SCYR0021","YORK 4.1 NW, SC US","2023-04-28",,,"3.39",,,,,
